song_id,song_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0GGPUysb8GpCG76dQH63te,The International Herb,0.825,0.433,-13.085,0.337,0.0585,0.0,0.0618,0.687,127.686,200960
2C6JGwgXp5W9yPi21dBHsw,Soul Provider,0.547,0.694,-2.984,0.0411,0.00388,0.0,0.23,0.532,167.578,254867
4DQttwipnILl88cru3BRZx,Night Nurse,0.824,0.366,-10.96,0.145,0.039,0.106,0.0403,0.895,73.949,249533
1Bsl6Jw7bJtQ4pc7OQREog,Hey Baby,0.718,0.595,-5.632,0.263,0.105,1.03e-05,0.0745,0.634,185.025,294787
4pbQqdxHDI1oJpKxEfHxvq,Deeper,0.667,0.585,-4.963,0.141,0.318,0.0,0.065,0.627,83.931,230107
7HXcSZsNnjm5HV49Rlk7n4,I Wish You Were Here,0.794,0.57,-7.753,0.0645,0.0197,0.014,0.104,0.575,143.977,267360
0IBUroB5TKH5hNmYrlxvh8,Blessings - feat. Alborosie,0.626,0.633,-4.912,0.277,0.173,0.0,0.122,0.681,150.185,217027
1SssFw74DdHVjRa6ADggdD,Sweat (A La La La La Long),0.787,0.728,-7.705,0.218,0.0124,0.0,0.157,0.94,173.026,227067
5vNKYqDA0jFnhf7KoeBhuD,Jah Jah Know,0.737,0.493,-9.599,0.184,0.101,1.18e-05,0.305,0.533,80.933,363867
6JRLFiX9NJSoRRKxowlBYr,Is This Love,0.776,0.561,-8.375,0.103,0.111,0.0,0.067,0.743,122.246,232200
6yalDzJGNoUQ2qSDlAdqU8,"King Without a Crown - Live at Stubb's, Austin, TX - February 2005",0.604,0.771,-6.591,0.0609,0.0876,0.0,0.716,0.7,94.161,288600
4GYVL5ooMwrpKNyIf2NPTJ,Iron Lion Zion,0.628,0.571,-12.289,0.0632,0.0133,6.37e-05,0.774,0.498,138.551,414573
4w7ntJRwgGpjnBqY9FykQS,Country Boy,0.886,0.402,-12.524,0.196,0.0315,0.000739,0.0873,0.631,124.186,176000
26PwuMotZqcczKLHi4Htz3,Redemption Song,0.671,0.255,-10.743,0.0387,0.608,0.0,0.0737,0.694,115.873,233560
4g8NBTmntmIr12tt4zJl7j,Reggae Ambassador,0.81,0.402,-13.881,0.283,0.0485,0.0,0.0513,0.894,78.651,190640
5uBKhKWTJ4E47rcLQqu3YH,I Shot The Sheriff,0.801,0.641,-9.355,0.173,0.34,4.5e-05,0.0693,0.741,96.96,279720
6IvCfEDx144Whfy0RWUdO3,Handsworth Revolution,0.911,0.429,-15.206,0.117,0.0238,1.86e-06,0.0608,0.808,118.026,323040
34pB4FSvt545dwYbpbRkgd,Back Staba,0.755,0.537,-6.651,0.29,0.062,0.0,0.106,0.885,73.618,231187
73lYI49LhfsscO33ohrGN0,Legalize It,0.71,0.589,-11.933,0.167,0.068,4.38e-06,0.176,0.65,144.601,279360
41r3Hd6pRHg4YKA6cACcDQ,Why Am I A Rastaman?,0.787,0.591,-4.075,0.0875,0.173,0.0,0.0236,0.707,81.025,253400
7K1QvbTr4KqK8Np5SpFC6S,Beach in Hawaii,0.807,0.459,-9.577,0.0358,0.218,9.97e-06,0.0866,0.889,101.029,220413
4llIZen1Cn4mi3DJm2Lqlz,Cool Down The Pace,0.87,0.299,-13.409,0.248,0.122,0.0514,0.0926,0.933,75.895,317360
5wgy309XNqFkqj8MMDquvj,Break Us Apart,0.864,0.596,-5.603,0.251,0.0273,0.0,0.181,0.72,122.139,225333
1Pao4DTLMB4gJPTnqmLgSQ,You Can Get It If You Really Want,0.895,0.571,-8.636,0.0501,0.208,0.0,0.0781,0.933,128.171,158893
2ocFan1CsWNJqdaIdv2Uux,Cocody Rock,0.796,0.669,-6.333,0.0912,0.107,0.000113,0.0891,0.96,147.367,294000
0qeKzbUsW0V4ZWRJrHNiD3,Bad Boys (Theme from COPS),0.781,0.722,-8.376,0.0667,0.236,0.000398,0.077,0.533,87.858,229375
5MKYnizdhDDik45mEncVXu,Fighting Against Conviction,0.703,0.336,-15.422,0.334,0.0937,0.0258,0.0447,0.712,73.911,310707
2M3kpGBrnU6mebuyGGRf9M,Babylon Rule Dem,0.841,0.485,-9.427,0.0851,0.228,0.000112,0.086,0.565,122.111,423707
0t1uStHetivmybat71m0Lv,My Master's Will,0.857,0.537,-7.392,0.242,0.153,0.0,0.101,0.737,143.757,274467
4ueq6n73MAh23KMabKrpI0,Two Sevens Clash,0.774,0.64,-6.614,0.1,0.00461,0.0,0.0868,0.665,136.427,209187
47xiNPXTejYCbgdyjfm08m,Sponji Reggae,0.768,0.553,-9.763,0.0791,0.148,0.000582,0.0468,0.913,74.625,293440
30ELPvO4DH57Rq2kgj7a8e,Marcus Garvey,0.7,0.473,-9.893,0.0687,0.129,0.000891,0.0452,0.578,91.558,207000
7nPMsFa65oZMAUHNuTmTVP,Act Of Affection,0.821,0.612,-7.013,0.0637,0.101,0.000202,0.0368,0.864,137.46,164907
34zWZOSpU2V1ab0PiZCcv4,Uptown Top Ranking - Remastered 2001,0.886,0.522,-7.971,0.173,0.0477,0.00108,0.207,0.79,82.439,229160
5p3kVMB5spe9fY9CKNAiRm,Right Time - 2001 Digital Remaster,0.837,0.382,-10.726,0.052,0.33,6.14e-05,0.127,0.56,139.042,197200
1Nexwafw2aRZGxFaNiDz7e,Satta Massagana,0.457,0.409,-13.142,0.307,0.252,0.000339,0.128,0.724,77.545,209427
4PKri4OX2AB2RXj95Y9ZgB,Book Of Rules,0.779,0.533,-14.152,0.0535,0.272,0.159,0.13,0.944,142.495,211467
6dFOwtd9iBMERardJvsIxY,She's Royal,0.754,0.459,-5.947,0.11,0.00834,0.0,0.0742,0.829,78.079,251027
3u25dhBZ80h0TFewO29Wqb,Cant Satisfy Her,0.672,0.711,-4.652,0.316,0.14,0.0,0.151,0.759,86.808,221867
2Jko3yQgktaKnFcmyLv3g7,1865 (96º In The Shade),0.918,0.393,-16.088,0.15,0.0314,0.000153,0.0269,0.803,131.84,267827
6poNMZtG5pVRDrdhldqooN,Inner City Blues,0.774,0.479,-9.597,0.0997,0.142,0.0435,0.121,0.571,87.581,251853
2Zw5FtdFtvKWg4h44GOv3R,Bad Card,0.913,0.461,-8.361,0.059,0.237,5.86e-06,0.0888,0.979,110.189,170293
6ov8WwVdJz9HLRyTaNubqk,Cool Rasta,0.892,0.144,-20.142,0.118,0.168,0.108,0.0474,0.591,132.73,183533
155vJ1VsYZ87Gldi1gNss8,Hail H.I.M - 2002 Remastered Version,0.775,0.652,-7.881,0.0583,0.149,0.18,0.0458,0.671,137.866,255800
7IBIZHonObtZG33pkVZZkg,Big Ship,0.72,0.413,-8.844,0.357,0.00565,2.56e-06,0.138,0.814,69.648,197733
7nnxlucFOovCdayN8JcrVZ,Put It On,0.794,0.539,-11.468,0.0757,0.418,0.272,0.143,0.869,90.111,238587
2rahWhhubhQMhG6coo7Vu9,Kaya,0.827,0.601,-8.828,0.0636,0.0343,2.67e-05,0.0565,0.83,97.548,195733
4cRKRoRfVKEulJuzxfrGwL,Herb Is The Healing,0.922,0.64,-6.109,0.169,0.0431,0.00029,0.351,0.81,129.861,271307
60zX4sLQdchuhi72TgmbKk,Downpressor Man,0.82,0.499,-9.813,0.0659,0.00671,0.000266,0.0669,0.885,148.565,385187
62cKrKakP4ef6zKh3k3YOy,Afriki,0.768,0.657,-6.423,0.109,0.205,5.49e-05,0.149,0.974,75.737,304400
2cYAd7BJIOj4Y0pU5Pyesc,Who The Cap Fit,0.788,0.485,-11.328,0.0777,0.0938,0.000507,0.0833,0.744,138.395,283067
77Qzu89S9qUjkIrF0G04dF,I A Rebel Soul,0.741,0.436,-13.471,0.335,0.0452,2.06e-05,0.15,0.871,132.902,301800
3dSrZUvO2Ec2dxT3XLcGFb,Mama Africa - 2002 Remaster,0.462,0.918,-6.194,0.0799,0.319,0.191,0.0504,0.871,191.503,479027
7gcelChzsWoGRMwvk6scnQ,River of Babylon,0.789,0.376,-11.737,0.0541,0.831,0.00356,0.107,0.878,106.763,239760
2PyDqCtFcXsucZqTF4rE3i,I Am That I Am,0.791,0.481,-9.39,0.124,0.0649,1.47e-06,0.0247,0.926,146.032,269547
3Ui4BMHapr00Iul1kB7lHC,One Drop,0.901,0.478,-7.39,0.237,0.12,1.05e-05,0.165,0.828,121.244,231773
64R5nJZvyvIynP0bPnLYgV,La cola less,0.904,0.866,-7.735,0.105,0.144,0.0,0.311,0.815,100.043,223920
67v6edtYPUYnzaElq4U37Q,"Saca, Prende y Sorprende",0.842,0.69,-6.629,0.176,0.121,4.18e-06,0.416,0.876,85.965,357619
0vrKBjEBQAVn3sdhIXmpHE,Terug In De Tijd,0.65,0.767,-7.688,0.0458,0.108,0.0,0.0879,0.536,122.749,187357
31EsbpCFl01yQtLncNdjSz,Industry Plant,0.759,0.676,-10.074,0.0383,0.141,0.0,0.0875,0.71,111.968,141562
6eldmQ56gAtXN55c7MuH8N,Vaag - REMIX,0.815,0.481,-9.787,0.247,0.171,0.00591,0.0666,0.649,130.168,166154
2AeMy7dwvoPuof6xDmncUP,Ushuaia,0.607,0.884,-5.143,0.0351,0.119,0.0,0.217,0.657,125.982,157262
02nm2yGw7BygWmRcbFhAlC,Gaan We Weg?,0.483,0.776,-4.584,0.0665,0.15,0.0,0.0709,0.519,128.036,142500
7DGeMF5q4UHXYyElvAiO2j,Dat Is Het Leven,0.421,0.283,-12.011,0.054,0.629,0.0,0.357,0.112,100.119,180010
1HGov7XAwy9vx6upqGvPEc,Modeshow,0.875,0.553,-9.142,0.226,0.138,2.97e-06,0.144,0.43,129.976,147692
6vDxjNLrehdIkaHQ8nMkaF,Ik Haat Hem Voor Jou,0.604,0.863,-6.164,0.117,0.266,4.48e-06,0.244,0.402,139.951,154625
6ifKXZTqAuLA35TGCVuGBU,Ik Wil Dat Je Liegt,0.688,0.513,-5.97,0.0342,0.536,0.0,0.134,0.168,106.984,174953
4xTjO1NgHBEbINFUQ9Kgao,"Zoet, Zout, Zuur",0.577,0.882,-4.056,0.0505,0.0172,0.0,0.0697,0.637,136.168,180778
1LY3GhF0zxIVgbYEQjCbUO,The Sound of Silence - CYRIL Remix,0.68,0.721,-4.379,0.188,0.123,0.0,0.162,0.244,125.963,185238
4rvCmVW04xgYTrQL6owidL,Lekker eigenwijs,0.859,0.665,-8.101,0.0414,0.131,0.000545,0.117,0.962,118.012,177966
7sEe6B2uzEziUaMAszvnF7,Chin Chin,0.747,0.758,-5.43,0.124,0.0321,0.0,0.109,0.601,131.733,147576
5o0osRx8kYJTOqlOSggr9Z,Carry You Home,0.525,0.66,-7.094,0.111,0.468,3.3e-06,0.128,0.458,123.787,166881
1sqe31TzOsjCeex1INgmsq,Hier Mag Alles,0.672,0.838,-5.246,0.0449,0.0334,0.0,0.06,0.783,139.978,195859
3nHuKdFJZm78CoeBnDcFKe,Bad Dreams,0.707,0.68,-6.203,0.0884,0.274,0.0,0.0932,0.62,125.058,184578
2K7HqkHEUfz7c4BzEO33Qd,Alleen Met Jou,0.694,0.81,-5.338,0.0295,0.0353,0.0,0.367,0.805,124.026,193695
6HfzAzEWhwo19n2jrJnM7k,Huisfeestje,0.849,0.909,-4.664,0.0649,0.0289,5.48e-05,0.19,0.823,126.006,149732
1bJRd2ey6ER7neSxZwYdAG,Kisses (feat. bbyclose),0.793,0.779,-4.609,0.0581,0.279,0.000311,0.314,0.687,142.002,138247
2hIFhSltVcRU1oJ3kf8Zy4,Sugardaddy,0.84,0.856,-3.743,0.112,0.215,0.00071,0.0651,0.794,127.046,131796
49S3znqBAQyPyMpEuKeyJ6,feelslikeimfallinginlove,0.626,0.522,-7.517,0.027,0.0495,0.00832,0.12,0.294,121.154,237803
6QZRtzAAHjWQ5NOCBflPNP,Vaag,0.836,0.441,-10.298,0.197,0.511,0.177,0.0776,0.557,130.105,133846
7xrEnNo99wrmIs8ZK3RZMK,WE PRAY,0.745,0.52,-8.048,0.0559,0.0674,5.06e-05,0.0746,0.673,135.956,233472
331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,0.681,0.714,-4.617,0.0309,0.0375,0.0,0.232,0.554,129.976,149668
4jNM7Zdqo6qsotBbUBlKHT,NASA,0.911,0.584,-4.841,0.208,0.0185,0.0259,0.0734,0.571,107.038,144675
5dDTrE9ePpX0nGY1naajL0,Contigo,0.675,0.779,-4.3,0.064,0.464,0.0,0.083,0.702,91.853,174938
4H2PRajV6vpiZ2CTyqtxGq,PRETTY GIRLS,0.591,0.627,-5.146,0.0866,0.0345,0.0,0.122,0.671,125.229,145354
3LWVXp636uLT356Rj08Jaz,Be Mine,0.687,0.747,-5.496,0.0883,0.056,1.34e-06,0.11,0.56,66.495,207348
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),0.79,0.831,-4.185,0.044,0.312,0.0,0.0797,0.872,124.987,183551
1agDCV4zQqaFwJQNsTgmL1,Smeraldo Garden Marching Band (feat. Loco),0.79,0.915,-2.251,0.146,0.0366,0.0,0.0785,0.726,97.47,182841
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),0.853,0.824,-3.287,0.103,0.0322,0.0,0.0859,0.888,108.044,201812
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,0.711,0.809,-4.389,0.0955,0.0447,0.0,0.339,0.816,106.017,206020
1k68vKHNQXU5CHqcM7Yp7N,HAPPY,0.535,0.963,-3.363,0.0798,0.000873,0.0,0.137,0.614,80.002,189934
6qafqn8bBMy7t5c5WqpyRk,Closer Than This,0.716,0.531,-6.051,0.0367,0.391,0.0,0.0691,0.431,87.984,223302
7gMfVc4zfNIxuMyMGglOHa,Rebirth (Intro),0.372,0.567,-4.211,0.0361,0.142,0.0,0.0871,0.0928,172.024,144624
3d2bsbugow8JiNvuaRupFH,Slow Dance (feat. Sofia Carson),0.68,0.719,-6.078,0.0708,0.132,0.0,0.0295,0.8,87.016,188400
1lTBkwEm0wim9RsMXqtqWy,My Name is Malguem,0.658,0.86,-3.183,0.0787,0.0355,0.0,0.0664,0.737,147.955,188320
4gxEY3Mh5FZZDAJAKPNrCS,CRAZY,0.802,0.899,-2.223,0.126,0.00953,0.000291,0.101,0.531,130.047,164554
6oNLSQX8bcAdbCElZYju3v,Supersonic,0.672,0.801,-3.968,0.0413,0.0539,0.0,0.131,0.415,140.025,174147
45zLrK0668WQ5JFMyiYmCS,Interlude : Showtime,0.786,0.836,-5.839,0.0633,0.558,0.444,0.684,0.921,92.002,78492
5ocSQW5sIUIOFojwXEz9Ki,Supernatural,0.699,0.708,-4.182,0.0496,0.185,8.43e-06,0.0921,0.863,108.887,191000
58b0gBwBVjQfbbCU4xIvoy,Supernova,0.744,0.747,-4.281,0.0824,0.00691,2.03e-06,0.0739,0.368,120.077,178880
3vnaEaDxMKdBhqA1t0uAwl,Warmth,0.354,0.232,-7.656,0.0329,0.79,0.0,0.127,0.342,171.198,235053
2PlsVMcOn6ujc2UEYs2Yat,Home,0.586,0.816,-4.513,0.0456,0.00921,1.08e-06,0.081,0.407,128.021,235333
21ewxM3YvcdTj7cC0XwznO,Do or Die,0.599,0.822,-5.031,0.0512,0.0316,0.0,0.319,0.664,124.907,205440
1aKvZDoLGkNMxoRYgkckZG,Magnetic,0.797,0.668,-5.819,0.0687,0.257,0.0,0.0876,0.69,131.067,160688
4WUpMUjdoi47LY7gBQBXe3,Grain of Sand,0.557,0.343,-9.641,0.0362,0.664,5.89e-05,0.122,0.112,64.961,220309
38tXZcL1gZRfbqfOG0VMTH,How Sweet,0.803,0.895,-2.888,0.0623,0.0816,5.67e-06,0.154,0.757,124.994,219027
6auT8cRBu3BgPRBrdVBY15,London Boy,0.507,0.87,-2.277,0.0346,0.374,0.0,0.271,0.663,133.091,244500
10I5rhhFoWZDIN3kEc6Dbo,Who (Acoustic Remix),0.676,0.425,-6.397,0.0278,0.545,0.0,0.117,0.453,110.051,184076
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,0.629,0.733,-5.445,0.0419,0.0025,0.0,0.357,0.362,120.001,212241
1MC8JLPV4fbvVBqvGSLoDf,Who (Rock Remix),0.65,0.806,-3.546,0.0333,0.018,0.0,0.0889,0.755,115.986,171995
2N0SPREDYqILVEFSsWF5N5,Love Me Again,0.633,0.607,-6.182,0.0532,0.183,1.38e-06,0.167,0.363,74.029,182293
6je5cTal6PyeITNrOzkCoS,Welcome to the Show,0.595,0.758,-4.488,0.035,0.0378,0.0,0.0561,0.377,132.01,217068
1Px44tw80Q4rcCl8FxDGOi,Who (Instrumental),0.761,0.588,-5.989,0.0477,0.00279,0.664,0.131,0.762,116.016,170888
1ySWoGgrduSzvtJ3PUzO41,Who (Shibuyakei Remix),0.638,0.862,-4.712,0.0361,0.0347,0.000101,0.258,0.596,119.986,166809
3ncznKQDrj2wE5Gz5kf6LJ,Armageddon,0.696,0.789,-2.052,0.0668,0.0608,2.7e-06,0.11,0.461,91.989,196467
6aJn7Cst74cj4lNIiPRgav,Touch,0.739,0.904,-2.655,0.0442,0.549,1.03e-05,0.0948,0.788,167.033,129883
2isRbZIIU4PqPrECffn7QO,Who (Beautiful Mind Remix),0.651,0.851,-2.48,0.0508,0.0458,0.0,0.199,0.618,110.005,177954
72gPDy1zVt95zVNali0IhK,MEOW,0.809,0.733,-5.205,0.0446,0.0084,8.07e-06,0.391,0.578,130.099,172074
7KZNgri6Jxw88FAfATw6i9,Who (Funky Remix),0.659,0.751,-5.461,0.0337,0.0198,0.0,0.182,0.802,115.951,188498
3TQHPUEVdvdq8ejwEcHUlL,If I have you only (My love X Nerd Connection),0.54,0.353,-5.224,0.0258,0.332,0.0,0.145,0.137,137.859,250573
74X2u8JMVooG2QbjRxXwR8,Perfect Night,0.697,0.82,-4.502,0.0308,0.1,0.0,0.0631,0.502,136.054,159080
18x0Z8JUwLA2LhgsIHbNy3,Time of Our Life -Japanese ver.- - Japanese ver.,0.522,0.977,-2.715,0.0556,0.00681,0.0,0.243,0.729,175.025,205589
0T6J3Ipbe06lm7p3grH2bg,Melt Down,0.471,0.948,-2.62,0.0394,0.00609,0.0,0.116,0.741,184.926,165587
4e1aewX6ATPcdfQIqr7gqO,Sticky,0.702,0.701,-3.86,0.0758,0.391,0.0,0.132,0.595,99.971,157120
2tA3NP12r4niSRhb9Y6AoY,Polaroid,0.698,0.741,-3.941,0.0293,0.561,0.0,0.117,0.513,102.992,206400
5LrN7yUQAzvthd4QujgPFr,Here With Me,0.575,0.45,-9.306,0.0259,0.531,6.59e-05,0.124,0.263,132.039,242485
0QzuaeCEEOV40Pn7IvKEny,double take,0.656,0.436,-11.141,0.0744,0.845,0.0,0.221,0.196,109.239,171743
2RLdkXSaiQjRbey5pvP8Kt,If We Ever Meet Again,0.401,0.394,-6.655,0.0324,0.748,0.0,0.0993,0.327,129.74,274387
3FR2yqZsG07NhXz7uPyUyC,You Were Beautiful,0.46,0.615,-3.472,0.0331,0.0633,0.0,0.109,0.414,167.927,283160
3r8RuvgbX9s7ammBn07D3W,Ditto,0.814,0.641,-5.957,0.111,0.027,0.0,0.0993,0.183,133.854,185507
14JWdvYsWAx7csssKvakQK,SILLY BOY,0.708,0.95,-2.047,0.168,0.147,0.0,0.438,0.865,169.914,170821
265p7dXIc7D7TUBqmXmN4B,GUZMAN,0.557,0.77,-2.776,0.234,0.613,0.000813,0.12,0.568,150.056,188852
39zEhtL1tPzBUD8T1ZOWKR,PULVO,0.818,0.828,-2.635,0.0983,0.234,1.85e-05,0.0829,0.784,92.475,103782
2acUYxCZbgndtm70LgCCbS,Xiliometra,0.391,0.458,-9.436,0.059,0.879,0.000158,0.0791,0.289,128.985,157579
5PuO3krQlVdYAblwsbbq4m,Book of ra,0.859,0.749,-5.925,0.22,0.602,1.58e-05,0.135,0.7,138.993,112300
31QZiTirBKcHoVcZLROe9s,SPORT PLUS,0.712,0.807,-2.616,0.217,0.414,0.0,0.15,0.507,180.09,173333
2LNf69ZnFFK6qKH9qW3GSK,LALE,0.682,0.746,-5.614,0.183,0.0507,0.0,0.0495,0.584,175.033,180000
5IEfvd0RtX7WITYPiM2cN4,Rabanne,0.913,0.753,-4.802,0.197,0.146,0.0,0.073,0.667,101.963,141176
0ZK2jpmk44WBUfe2UV30AY,Vorias,0.644,0.488,-8.408,0.0456,0.775,6.18e-06,0.149,0.255,106.011,189623
1XtVtRtoHFOnn8plAirGWb,10',0.807,0.799,-7.011,0.0824,0.0593,4.46e-06,0.524,0.834,106.942,168555
4fejBXInswcgNhzuZTFokR,KOINO MYSTIKO,0.838,0.838,-5.35,0.0394,0.212,0.0,0.275,0.848,133.071,147970
16mGbBq6JHxw3WKxiFbsHv,Panama,0.813,0.778,-5.045,0.106,0.198,0.0,0.583,0.528,98.033,132704
6wx0UEozv6e3X16awO0BCS,FANTA,0.926,0.673,-6.241,0.134,0.213,0.0,0.0969,0.892,102.048,153560
1qVxFvJoe3xAtxUfEmuAOM,KOKE,0.845,0.965,-2.89,0.252,0.158,0.0,0.137,0.892,94.959,175575
6D5QFkJLHYuv5f7hvslZxz,MA BELLA,0.748,0.738,-6.472,0.123,0.0869,0.0011,0.1,0.201,102.004,172500
2FxxKrvX5fZbiS4todDYXc,OH NANA,0.72,0.954,-3.474,0.219,0.381,0.0,0.0522,0.891,100.039,156000
1NdVyxpoKWcToXF8OwkIfc,Trelos,0.85,0.607,-6.158,0.153,0.286,0.0,0.248,0.487,100.019,145500
46aH7ZYbc2P5qQno3G49OH,Monaxiki Kardia,0.629,0.622,-6.976,0.114,0.366,2.65e-05,0.225,0.372,179.916,152000
7lmLYFK8qgMpM7J0qgRLrr,VACHERON,0.734,0.762,-4.403,0.231,0.502,0.0,0.218,0.684,140.025,140571
77XZxN3NqEcGDb3pUa70WS,MAJOR DEALS,0.833,0.442,-5.94,0.0486,0.232,2.28e-05,0.196,0.221,160.027,138000
04g3PRNUhYa6wAoHx3IE17,Carvajal,0.812,0.59,-8.454,0.246,0.509,0.0,0.644,0.755,84.985,203294
0CPhqd0ZX0CUW2qU5uZP2q,HABIBI,0.832,0.368,-10.384,0.191,0.0663,0.0481,0.103,0.628,130.006,119154
6PX1YSbJraKIRDszpcAY8y,EYE OF THE TIGER,0.847,0.902,-3.26,0.328,0.701,0.0,0.295,0.965,94.996,156632
3SX7Wbl2uotkaeKUJkrP85,OMERTA,0.733,0.78,-5.478,0.272,0.102,0.0,0.261,0.798,99.024,174545
35UDMEmFmwJRnSByL4PTYV,AURIO,0.762,0.546,-7.552,0.051,0.313,2.18e-06,0.0951,0.56,129.981,241991
766qL8sOkmsPswhAiOzrRC,Normal,0.736,0.594,-8.523,0.0445,0.248,9.59e-06,0.164,0.668,125.083,172800
04QQKADf45xNvlgJHC9nvO,CASABLANCA,0.707,0.88,-2.743,0.145,0.0829,0.000116,0.102,0.515,94.903,193895
4TzuhUQ81vpZAs5V3Yk0Wi,Trap,0.84,0.633,-8.734,0.301,0.227,2.48e-05,0.227,0.547,76.989,190130
3YPWOCQhrJnavJLMnPMzYr,SPECIAL,0.7,0.59,-4.919,0.131,0.0473,1.2e-06,0.191,0.264,160.152,135000
0l3lG8DrnazizwBxGeJ9Qy,XWRIS,0.815,0.831,-4.251,0.0956,0.283,0.00343,0.132,0.361,121.08,130909
6IJuO80Va9Vi7h1STTX87k,Hallelujah,0.739,0.912,-4.797,0.215,0.346,6.72e-06,0.204,0.274,96.993,203524
6YfzfBiC4dpF5yv63QcLCY,Skoni,0.732,0.658,-9.24,0.265,0.455,1.06e-06,0.347,0.629,139.866,123045
7m2z3y1R6K7ZXBMYeEK9zn,Vradia,0.8,0.696,-4.603,0.0578,0.64,4.42e-05,0.103,0.5,102.0,192941
6DHZdopL90oWrrUsHSyCjD,BLACK SHEEP,0.766,0.753,-2.575,0.187,0.0475,1.1e-05,0.0627,0.557,140.016,197143
1iTNgKcDKw0b2mRA1rMSJ5,Allo,0.62,0.834,-5.945,0.0385,0.0892,2.14e-06,0.067,0.929,156.038,213846
5nM5TStrOQt5HQAt4VzyHz,No Sleep,0.755,0.777,-6.109,0.033,0.203,0.0,0.234,0.589,122.944,213733
0jVTOnmmmhhbgriZBBV0JC,Gdysou,0.731,0.439,-7.649,0.0988,0.241,1.82e-06,0.0838,0.538,83.987,175714
6vlH3qCZn1PjuBww5Z0e5I,9ARI,0.735,0.843,-5.807,0.113,0.309,0.0,0.155,0.366,96.98,172577
67GZhMIBqNdPbwmcQGO7eF,AIORA,0.524,0.674,-5.976,0.203,0.483,0.0,0.102,0.462,87.203,184667
12zzuRnz63FyuBtgTP464y,Alli Mia Fora,0.486,0.699,-3.687,0.0631,0.572,0.0,0.179,0.453,130.066,203558
0MNvjSqNtUCZ4ikxrRe8kz,MBAPPE,0.774,0.778,-4.65,0.133,0.542,0.0,0.157,0.938,110.045,157227
32mjlY9k5lq3UISyFUGWyb,EMRATA,0.691,0.727,-7.973,0.0707,0.0907,0.000915,0.115,0.566,119.969,158000
5TW2fSt9RlaGNtFre7ufqY,BABAS,0.754,0.734,-8.232,0.393,0.348,1.57e-06,0.0963,0.593,190.131,204632
3nwkz9CX6H0Qie8ehtmyON,Romanzo Criminale,0.571,0.666,-4.764,0.396,0.41,0.0,0.186,0.195,205.812,213204
4Mt52gHMDFcLKplLU4NKaW,Bonnie,0.711,0.759,-5.532,0.268,0.485,5.05e-06,0.0971,0.394,170.163,158118
5URFlr95zjPSDpKdZTpTBi,KAPOTE,0.713,0.703,-7.496,0.0335,0.123,1.94e-05,0.0952,0.454,124.96,155167
2btNsI4OvcVl7SAHQQDHFB,Mirame,0.717,0.656,-4.449,0.0797,0.141,2.96e-05,0.0661,0.695,175.956,157453
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,0.924,0.668,-6.795,0.0469,0.446,0.000594,0.0678,0.787,128.027,195824
7bywjHOc0wSjGGbj04XbVi,LUNA,0.774,0.86,-2.888,0.13,0.131,0.0,0.116,0.446,100.019,196800
5QjmUqgpPQgXgg4606DqZF,UWAIE,0.705,0.783,-4.783,0.0403,0.138,0.0,0.0984,0.454,103.001,172427
13BDiikG6y5o5cQTK0HpW6,Soltera - W Sound 01,0.734,0.578,-4.147,0.295,0.155,0.000242,0.113,0.88,199.997,142022
08pbRBstuvH7ArRxeb8fwT,Hasta Aquí Llegué,0.641,0.657,-8.338,0.218,0.538,0.0,0.106,0.411,100.016,188887
2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,0.786,0.707,-4.386,0.0635,0.0399,0.0,0.121,0.691,82.045,225373
281YJmnThveWjsWVic9Ym6,Las Piponas (Remix),0.73,0.587,-4.978,0.083,0.0223,0.0,0.14,0.109,119.656,244000
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,0.56,0.681,-6.304,0.244,0.103,0.0,0.106,0.388,155.079,223320
63pLfjK6FvcYJYMGwtHjd6,SORRY 4 THAT MUCH,0.819,0.675,-4.281,0.0727,0.0318,0.0,0.289,0.602,92.99,207747
1fTjqf10accJCDYstPwwZ6,Ohnana,0.775,0.581,-3.621,0.108,0.617,8.33e-06,0.0957,0.658,104.977,156577
3OJDtCdYs8QJnui708tEU3,Soltera,0.841,0.752,-4.735,0.105,0.167,0.00046,0.949,0.67,100.076,214643
4DAMvNqHt0s8zJr6JwOoye,MLP,0.806,0.746,-5.36,0.0496,0.358,0.0,0.398,0.78,102.443,148976
4bw8mcDUSRWfQo63ZTYRnU,Según Quién,0.909,0.762,-3.974,0.0643,0.434,0.0,0.0856,0.843,101.987,142335
3JQxqYDoKdIYuFxe9Yz3Of,BABY FACHA,0.815,0.715,-3.981,0.129,0.0718,0.0,0.197,0.432,179.988,160792
5pVJ3IlnpIorU44oXizzG5,Orion,0.857,0.705,-4.775,0.183,0.322,0.00249,0.197,0.874,105.011,240964
