song_id,song_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
3FwQ3RYYEekzjEeL3jdpUZ,Pesan Terakhir,0.522,0.357,-8.579,0.0299,0.432,3.31e-06,0.094,0.14,120.049,261300
25M9piWxSsq0xLcjQW5yz6,Bawa Dia Kembali,0.542,0.553,-5.972,0.0393,0.727,0.0,0.128,0.376,135.919,226774
6Hii26x3qDErVitnGW8QtO,Runtuh,0.593,0.287,-13.164,0.0289,0.876,0.000136,0.119,0.191,127.783,223974
70Wtp9jCA3ZhGAxV0pnwS7,Bunga Abadi,0.453,0.412,-8.513,0.0255,0.457,0.00241,0.115,0.261,79.035,243038
5MIpcd16T59wFeqAChSYwC,Duka,0.566,0.885,-4.664,0.0355,0.122,3.75e-06,0.049,0.31,135.015,325147
2wAiFWjRupWmnDkQcu91MF,Rumah Ke Rumah,0.72,0.786,-7.396,0.0319,0.456,0.616,0.186,0.488,116.032,277457
630DpnzdfjdVqv2yLfPbAX,Bertaut,0.471,0.131,-13.29,0.0362,0.933,0.00245,0.109,0.115,118.846,315961
5bY4g7cLyasuuhthJ7Mdlh,Sampai Menutup Mata,0.368,0.422,-6.905,0.0366,0.866,5.28e-05,0.106,0.0828,117.173,248666
0daEJMXc3b4ZMTnvtHpuTt,Nina,0.457,0.63,-5.826,0.0268,0.183,0.438,0.0879,0.332,90.009,277944
26cvTWJq2E1QqN4jyH2OTU,Tak Segampang Itu,0.506,0.438,-7.069,0.0268,0.759,8.64e-06,0.109,0.178,129.538,231100
6XKEElbr3cWmnUw6a5HRBV,Mati-Matian,0.44,0.389,-6.412,0.0368,0.795,1.91e-05,0.149,0.176,116.839,244138
6Npkwd5gv61SR6QZbTyNf9,Lampu Kuning,0.54,0.371,-8.268,0.0244,0.787,0.0,0.206,0.395,81.019,239417
6xeqCawPZngDVqw2W2aGaR,Kembali Pulang,0.559,0.236,-10.619,0.0282,0.95,0.00673,0.105,0.33,141.977,207899
3y8RcMPYG22fRnrOi4oFJ1,Nanti Kita Seperti Ini,0.532,0.428,-7.256,0.0249,0.299,0.000333,0.0964,0.399,84.943,209647
6i9Ci0IN1q1GcnhdbKU7kZ,penjaga hati,0.509,0.359,-8.993,0.0279,0.879,0.0289,0.19,0.329,155.799,260346
32Pdf9eyXDEMoClEJW6yYP,Interaksi,0.464,0.344,-8.302,0.033,0.778,1.23e-06,0.132,0.751,177.713,170000
2dIBMHByUGcNPzmYBJ6OAj,Evaluasi,0.609,0.966,-4.469,0.0571,0.00194,2.83e-06,0.304,0.505,102.014,194469
0M3HkE321xpCbCYqVKzr1q,It Will Rain,0.576,0.835,-6.826,0.0486,0.337,0.0,0.082,0.476,150.017,257720
5NmjnghJGJRFg34KGGx8O0,Seandainya,0.252,0.827,-4.971,0.0321,0.0836,0.000287,0.219,0.477,93.968,263407
4GfK1qOF3uBWidbPlTCQRL,Monokrom,0.534,0.462,-9.383,0.0326,0.573,5.59e-06,0.0974,0.519,88.046,214567
3aClK9EBpl7QeYEuOq1eMI,L,0.651,0.364,-6.877,0.0328,0.831,6.89e-05,0.0981,0.484,152.853,220852
1AoBdDIOp6RFjAbzcPbWi8,Janji Setia,0.474,0.411,-7.946,0.0278,0.706,5.85e-05,0.285,0.29,127.992,261000
6zrnrcry6OHVFo3EDt6PYa,Rahasia Hati,0.571,0.643,-7.358,0.0338,0.461,0.0144,0.14,0.351,123.976,250683
2lMQOAKPam2JVEfNsZtWDe,Tak Dianggap,0.614,0.438,-5.737,0.0433,0.802,0.0,0.213,0.302,126.0,179841
1mruWrUwAVe2XkksUQiaHK,Selamat (Selamat Tinggal),0.361,0.581,-8.502,0.0302,0.523,5.42e-06,0.118,0.372,79.59,313671
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",0.264,0.64,-6.221,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,244685
304FEq5eVvrxur9KdHhC5I,Akhir Tak Bahagia,0.537,0.19,-12.188,0.0326,0.919,3.47e-05,0.0805,0.32,132.044,183219
4xmSDYn5n9Gu6mH6FSJDhf,Tak Di Tanganku,0.448,0.46,-7.928,0.0311,0.436,0.0,0.158,0.6,167.853,232383
41OYCdZjfncCUWhcLzLAGo,Masa Sepi,0.317,0.446,-9.199,0.0312,0.824,0.0658,0.0953,0.199,81.756,213750
0fiKmieZ6xzoolzNOC3Fxi,Sekuat Hatimu,0.503,0.679,-5.43,0.0296,0.0297,0.0,0.105,0.316,176.12,283760
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),0.645,0.646,-8.334,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,228639
6EIMUjQ7Q8Zr2VtIUik4He,drunk text,0.614,0.493,-5.356,0.0314,0.0676,0.0,0.113,0.176,94.784,187263
5l3jhWIfRg1FeKgw7R1jWb,Keras Kepala,0.471,0.489,-6.591,0.0375,0.763,2.41e-06,0.105,0.182,118.831,296800
6AyBbSvcR2ZwTeR30I4jb9,Jakarta Hari Ini,0.529,0.804,-5.126,0.0386,0.28,0.0,0.101,0.176,113.996,221000
654ZF6YNWjQS2NhwR3QnX7,Komang,0.696,0.413,-8.548,0.027,0.396,5.92e-05,0.0998,0.344,133.905,222707
0glj70T9fN3kyJzYmTKzy1,Duro De Verdad pt.2,0.74,0.738,-6.495,0.0495,0.0756,0.0015,0.0557,0.908,158.026,204304
42wdz3j7gstgUuhoFLCXqd,PELIGROSA,0.763,0.519,-7.426,0.0636,0.22,6.42e-06,0.0816,0.804,100.025,134930
39Pc4a04VgCtcc7m0XKi9M,TAMBIÉN,0.629,0.643,-6.908,0.205,0.291,0.0,0.106,0.928,119.944,139547
6mnfGyPzbzSe8olYGM44pU,Luna llena,0.674,0.603,-5.401,0.248,0.621,2.18e-05,0.0949,0.741,62.344,169846
1emJPywtseFLmLCcPY92dW,Rapido (with Cris Mj),0.719,0.799,-4.641,0.0454,0.0467,2.73e-06,0.155,0.597,95.021,146000
2TWX6XUqmPx44FDOmgtb0I,FRIKI,0.692,0.657,-5.256,0.101,0.059,0.0,0.174,0.625,159.995,189067
06JM1fuKPQOrSL6s9mzDvV,LA REINA,0.721,0.731,-4.273,0.0909,0.0146,0.0,0.356,0.711,128.062,150000
6PhRhocBXP4y7NpciGmzra,Después De La 1,0.805,0.581,-5.091,0.0601,0.0303,0.0202,0.0933,0.528,99.973,177600
4sykJxUsqdXZRqRv1J9fEQ,Goteras,0.633,0.815,-2.94,0.0635,0.406,0.0,0.16,0.353,95.953,216450
5ER5Fr1Cv7N3chJhAapt66,Celine (with Kidd Keo),0.778,0.503,-7.772,0.218,0.415,0.0,0.108,0.517,146.125,176017
0w0e3Te2Rd4t8gGKi3sU6a,Vacile,0.819,0.531,-14.178,0.421,0.897,0.0207,0.107,0.761,120.094,140240
3ng8tfwvzR4BBwa9yaMms6,BADGYAL,0.6,0.939,-1.359,0.046,0.114,0.0,0.244,0.709,95.027,253963
7iUtQNMRB8ZkKC4AmEuCJC,LA FALDA,0.8,0.738,-4.26,0.0691,0.372,0.00877,0.19,0.267,103.008,174230
5KbBVSj6AJZ5662fO8EYFh,El Merengue,0.777,0.774,-3.079,0.0553,0.0895,0.000401,0.0909,0.661,123.982,189669
62k8iliO7KTiYp7LWGPa5p,X'CLUSIVO - REMIX,0.813,0.552,-6.328,0.0769,0.0702,0.000195,0.0542,0.773,146.953,208133
6xqQDwzjswlToEEHgvA3KM,1000COSAS,0.697,0.74,-4.717,0.0397,0.0132,0.000155,0.117,0.331,131.938,239482
0dLdTvslcZVsncSMyVvP7n,OTRA NOCHE (feat. Darell),0.793,0.753,-4.385,0.168,0.107,0.0,0.214,0.598,92.94,224120
1pymWRCuZfCd0zdiBJo0Hj,REAL GANGSTA LOVE,0.831,0.643,-4.659,0.0568,0.388,6.94e-05,0.374,0.57,97.013,145343
5jFA0f4ZDGLbQP4nxzL8D4,HAY LUPITA,0.845,0.583,-3.455,0.287,0.00204,0.000459,0.11,0.903,145.078,105836
0eeX8L0DWvGth1F6xVkvv7,ADIVINO,0.786,0.854,-2.4,0.0741,0.169,2.39e-05,0.106,0.522,117.994,278644
7pvqkMcGzRTWU0YpZoJj6U,La Rizos [Dime Si Le Comento a la Pura],0.788,0.78,-5.149,0.113,0.353,1.32e-06,0.101,0.905,105.026,218119
57f0ili5EzdZlEaSKcEg8p,Tu Silueta,0.718,0.769,-3.921,0.246,0.11,0.0,0.0778,0.543,103.903,170481
6RqD0fpAaKEZvQd0QrTj7j,Lo Que Tiene,0.757,0.768,-5.13,0.0379,0.345,0.000406,0.129,0.384,100.056,259200
2mYlSgPvC5Np4mDg9DU5Mc,CARITA TRISTE,0.681,0.793,-3.47,0.0382,0.102,0.0,0.0895,0.614,126.003,175296
0JJw1ghkoEu3Yat1uOSjAE,Me has invitado a bailar,0.665,0.544,-3.648,0.115,0.0129,0.0,0.0752,0.625,163.948,192906
1MB8kTH7VKvAMfL9SHgJmG,VAGABUNDO,0.817,0.851,-3.309,0.0627,0.0351,0.0,0.232,0.886,127.019,215600
1jPff2HChF9ZahcdogUaCX,ESKELETO,0.733,0.736,-3.75,0.0458,0.206,0.0,0.0974,0.227,120.029,279893
456U68M8lIymkz56Zroxh8,Qué Pecao,0.837,0.621,-7.935,0.0474,0.513,5.67e-06,0.127,0.875,120.055,230905
0HIbm4W6C8Ar2Cnen0tE44,LA MARINA STA MORENA,0.726,0.894,-5.36,0.0869,0.187,0.0,0.0888,0.477,136.009,131333
6XbtvPmIpyCbjuT0e8cQtp,Columbia,0.668,0.712,-5.927,0.0381,0.369,2.13e-05,0.108,0.264,100.02,186000
49kkoKoXAnjNRlxot1ZnlW,YOTULOKO,0.807,0.729,-4.077,0.0683,0.0794,2.53e-06,0.039,0.666,97.02,213699
3KeYEr9ogMBemsOfQIJmZp,Cuando Te Vi | CROSSOVER #5,0.81,0.767,-3.104,0.053,0.162,0.0,0.0957,0.654,99.996,218400
70JnnNNAxPjvZGPwjJfX47,El Fin del Mundo,0.602,0.866,-4.594,0.0471,0.000856,0.0,0.094,0.677,127.052,188094
2ibFPYHzUnqVpS2rv655oF,Omega (feat. Ralphie Choo),0.523,0.409,-5.636,0.0373,0.664,0.0,0.105,0.477,91.441,169500
0TkIQ2I48rz4kpk1XpfyHq,Mi Luz (ft. Rels B),0.705,0.526,-6.359,0.327,0.509,0.000106,0.0742,0.671,200.031,168000
635oxQ6Vn3ynUUg6EfQKw9,haz lo que quieras conmigo,0.468,0.527,-4.211,0.0362,0.171,0.0,0.239,0.445,173.904,208603
1136eJrkWsDvReASbjLTaU,Awolowo,0.619,0.385,-11.272,0.118,0.129,0.00369,0.179,0.294,106.312,135577
4KZMoDuxwSYP63bhbnMqe3,Stronger,0.726,0.819,-7.094,0.106,0.477,9.65e-05,0.27,0.636,110.14,141818
6XBIOtdSL47qn201KKNCA0,JUJU (feat. Shallipopi),0.897,0.719,-7.164,0.157,0.116,0.000531,0.0677,0.546,113.012,157756
2qdwZPTNCHb8DXfQin53WK,Back to Back,0.853,0.908,-5.962,0.0943,0.25,0.00114,0.0605,0.714,114.986,146129
10y7iW3rc8bzGbhAC3mNPA,Are you there?,0.782,0.529,-8.626,0.0592,0.509,1.42e-06,0.413,0.44,112.014,156429
5FzsdlFgAFN1aSe9YwoN6s,Marhaba,0.598,0.765,-4.93,0.323,0.275,0.0,0.0225,0.844,84.978,144189
13VXuHw3O8Yt7VwRIDqSo4,MMS,0.502,0.634,-3.367,0.144,0.677,0.0341,0.188,0.645,101.837,219628
3MldGIMtPcupNBI4Dnxolr,Constantly,0.374,0.705,-8.37,0.145,0.172,0.0,0.14,0.718,197.98,193567
5Wxkvvb6pLky16pwq4gBI3,Dealer,0.49,0.651,-6.259,0.138,0.714,7.59e-06,0.108,0.567,67.813,180594
2irQkcW7o3v0tZoGZrtUsO,Favourite Girl (with Rema),0.455,0.812,-3.455,0.211,0.372,0.0,0.199,0.823,100.049,184249
2GSK9VfsKWpVOV6ZzKiMA4,Alone - Remix,0.578,0.52,-8.399,0.151,0.554,3.38e-06,0.124,0.425,95.865,154579
7ySC0IjVS1PMEdsZOvsUK2,OZEBA,0.754,0.841,-4.563,0.0921,0.136,0.0,0.0903,0.838,147.989,137684
1N8G6PUj14v0VG8evbRSxp,Higher,0.773,0.526,-8.686,0.0937,0.0876,0.000709,0.235,0.839,116.966,137631
0Q1bMs3xLQiDEeaneehdxv,Remember,0.755,0.675,-6.973,0.0918,0.512,1.41e-06,0.117,0.783,112.049,182143
0UJMgRVNBrnMmAeZ8p1iMc,Aquafina,0.821,0.619,-9.496,0.102,0.0286,4.93e-06,0.118,0.388,115.949,168103
37PVItglTwpHi9nq0ftOjg,Alone (feat. BhadBoi OML),0.527,0.501,-7.81,0.239,0.712,4.15e-05,0.123,0.479,96.529,153099
1qxKva4IzWde7m2jLpZvDU,Active,0.869,0.64,-7.677,0.0424,0.011,0.00119,0.0747,0.535,112.984,172598
2lJ0B3dBT7nv0uNvu1zY8J,Abanikanda,0.508,0.592,-7.802,0.236,0.387,7.64e-05,0.183,0.601,93.064,207158
1oFabnkoJ01ksmSmyjELDl,Where I’m from,0.722,0.619,-7.251,0.176,0.489,6.92e-05,0.373,0.815,110.002,159273
5hphSVebVxTpDfrk09W0hS,Doha,0.534,0.691,-8.121,0.428,0.421,6.88e-05,0.155,0.343,203.894,164317
4G5IYu1QYKo7DeSecKtNXA,7 DAYS,0.741,0.381,-11.531,0.339,0.64,0.0,0.149,0.625,140.015,154200
52Krs3LCqtcfeiWUvhxncK,POE,0.78,0.652,-6.548,0.143,0.64,0.0,0.156,0.577,113.988,206000
5OHDU9Lt7azoXlzJFSSJxJ,Nwoke Esike (Interlude),0.548,0.505,-7.202,0.0669,0.922,4.38e-05,0.1,0.417,107.634,151080
1Ss5QjczHsdYkvNsiBmoqS,Instagram,0.554,0.685,-7.529,0.218,0.356,0.0,0.0798,0.432,198.186,140606
7jDMQi5XZooBgF5i7m3DBo,Phenomena,0.72,0.744,-8.17,0.0332,0.289,5.39e-05,0.171,0.373,109.007,202861
2WHM3orrvvqziSkG0xp8sy,Fuji Vibe,0.503,0.919,-5.228,0.0693,0.022,0.0533,0.0626,0.746,127.904,322210
4Tgt15dD8P2m68HYxA8DCG,Maria,0.507,0.505,-9.433,0.1,0.5,9.62e-06,0.111,0.252,116.168,143882
6qS9yoAUIXNfno5t4YLQdn,Risk,0.743,0.685,-7.981,0.106,0.113,0.0,0.526,0.555,154.07,202597
75c5cm8y5Fzb6aTZM3MOpN,Bahamas,0.764,0.804,-5.885,0.116,0.114,0.0147,0.205,0.331,115.028,166957
7FB5261Iv3MRbSz13HYP5l,Different Pattern,0.691,0.799,-6.873,0.0657,0.576,0.0,0.295,0.972,107.987,123333
36GYWNzc0MwGSSmXZLP6bX,iseoluwa,0.795,0.792,-5.589,0.0612,0.337,2.46e-06,0.259,0.692,112.988,199767
45eArmaTp7V4cN4CJvRV72,HAUSAPIANO,0.9,0.456,-16.31,0.0689,0.215,0.931,0.121,0.283,115.982,103508
3eBKDleW7uifghc9C6ggTy,Carry Go,0.547,0.577,-11.177,0.0925,0.679,5.74e-06,0.0914,0.939,101.068,154056
5oUDNEJSEjsVT7LeWya4Gv,HEHEHE,0.774,0.847,-5.614,0.1,0.67,0.0,0.149,0.891,121.857,113720
664mVcYRMDsVnOg95R71Ti,Moving,0.751,0.652,-6.122,0.0582,0.263,0.227,0.0826,0.349,119.039,140367
5wKKqwuoee1M9jhFcRpS1D,My Dealer (Remix),0.728,0.629,-7.935,0.301,0.541,1.54e-06,0.123,0.824,126.956,148235
7i4m8FybgjufzfvhO7gAKf,Wave,0.562,0.903,-4.778,0.126,0.2,0.0,0.249,0.313,113.984,205879
2LP8KwtvzUx1onvXKQCoKR,WOTOWOTO SEASONING (feat. Black Sherif),0.584,0.528,-8.829,0.343,0.658,0.00566,0.13,0.283,102.067,171089
10tuqT05957Cs0VIS2GGaZ,Grateful,0.399,0.72,-6.059,0.345,0.175,0.000262,0.249,0.302,179.973,170760
3n7kzSJ246VvIe4lRmxV9X,Worldwide,0.533,0.425,-8.427,0.152,0.692,0.000158,0.118,0.464,81.084,182976
4K5lYtD8r6OFRbzWc6MwCS,AZAMAN,0.718,0.897,-5.701,0.164,0.153,0.0,0.881,0.912,123.138,148226
14zDAubc9qkYJHBYThgzc8,Time Of My life,0.656,0.815,-9.552,0.142,0.376,0.0,0.0808,0.657,113.913,154560
6IEYlownuHoYdpMikoyj58,Mentally,0.668,0.766,-5.596,0.338,0.217,1.81e-05,0.113,0.573,235.907,197155
4jcrO2T6XJ1B7hXsAEJ3ve,Pidgin & English,0.569,0.5,-4.482,0.239,0.183,0.0,0.148,0.118,116.058,218657
6l7opVclJEHReImCPkMc5o,Stubborn (with Asake),0.786,0.757,-8.05,0.149,0.416,5.39e-06,0.0951,0.879,109.986,176333
0WeU5EfNFu1wmlmCdMNDEJ,Metaverse,0.822,0.897,-6.536,0.0853,0.0315,0.395,0.0863,0.698,115.023,179478
25KjMlA0KAwRKS9JuT1NSq,Suru (feat. Stormzy),0.763,0.754,-5.538,0.0761,0.256,0.000463,0.19,0.592,115.099,220135
1gc2RyrBm1PYdSnG65yuAl,BENIN BOYS,0.8,0.898,-4.622,0.123,0.539,0.0,0.113,0.67,114.928,169880
5obTyAhp9xms15FjibgrBy,Mood,0.707,0.711,-7.687,0.0792,0.623,0.137,0.107,0.7,113.977,171386
6VX4hVDmDMfClxp6EwDNQP,Bad Vibes (feat. Seyi Vibez),0.695,0.664,-5.569,0.128,0.262,0.0,0.276,0.807,96.029,168407
1Cek6PV24GtEk4GDWqFbCk,Asylum,0.824,0.592,-7.599,0.0448,0.674,0.0617,0.121,0.754,108.081,182222
3varTiHGif7hoPSflFz0pQ,Paris,0.843,0.816,-5.327,0.0416,0.0735,0.000324,0.103,0.615,111.985,140166
3LuSjVLN13xR6WO01Mv5ta,Shut Up,0.823,0.571,-5.204,0.0969,0.106,0.0,0.0919,0.385,110.027,192000
6oNuASyQEzd7Z6VsF1hKNG,Aseda,0.747,0.563,-6.224,0.0391,0.765,0.000114,0.292,0.701,106.925,180486
6HWx6dqKPfThbHIt79oBus,Canopy,0.727,0.764,-6.252,0.0586,0.404,0.00347,0.115,0.844,142.936,154423
0hhOltFiPTK40diKYu2mU2,EKELEBE (feat. ODUMODUBLVCK),0.644,0.663,-7.217,0.303,0.154,0.0,0.0793,0.53,111.846,222222
5JGGx9Lv5VqXSGsuiOtIfZ,Puul,0.699,0.624,-6.527,0.0314,0.455,0.21,0.2,0.774,103.089,172487
55KVk0sFWI7ZJ2WoqOO5E0,Effiakuma Broken Heart,0.716,0.489,-7.044,0.112,0.757,0.0,0.19,0.614,82.038,189730
3JozQbIWMHBTKIghXKehVy,Commas,0.768,0.607,-6.846,0.0426,0.0251,0.000114,0.414,0.689,100.013,157200
40DXzavXgkYtRAEORgJhZb,No Competition,0.848,0.756,-6.75,0.06,0.468,3.33e-05,0.39,0.963,112.506,169600
6wCcutlZ6e5ZqGRHT90gTH,Journey,0.657,0.627,-7.414,0.0446,0.797,0.0,0.331,0.763,110.083,205774
6ilwDSiCw5N9108ykDjvf1,Abronoma,0.754,0.63,-7.699,0.252,0.768,0.00792,0.129,0.615,104.94,203430
1toPx3Ekrax1CIGIBJIgLf,Bad Feeling,0.753,0.54,-10.771,0.0989,0.72,0.0329,0.332,0.772,122.024,161156
5mhM7bfzv52bzfCzlq8vH1,Ngozi,0.58,0.594,-7.229,0.317,0.162,0.0,0.101,0.52,114.748,221217
3XFc1Q32ssmKglaZKI5iTI,Fallen Angel,0.619,0.429,-9.2,0.0682,0.863,0.0,0.126,0.197,97.188,200870
1IMRi5UVOV77PsAgdWDvzh,Egwu,0.878,0.722,-6.917,0.0473,0.366,0.00311,0.141,0.57,117.967,136133
4CTSTtkpRP7Lx82o7o08G4,Young Boy,0.889,0.481,-9.875,0.163,0.0551,0.0,0.101,0.634,113.0,135930
3kkuduvNylAGQklZkrqZJT,December,0.417,0.631,-7.498,0.0911,0.637,0.000569,0.163,0.344,103.991,156000
0c6cJ10SmaO6Ev4XVWIi5Z,Boom Boom,0.872,0.53,-10.426,0.147,0.692,0.000358,0.335,0.779,140.005,164845
7a3qrGeR5aJZuZFb7fRQ9H,Free My Mind,0.642,0.701,-7.194,0.356,0.462,3.1e-06,0.125,0.705,119.022,160036
5gL8d9dzG8wU4BYgJOGy0B,Monica,0.873,0.784,-4.148,0.0456,0.0243,0.0085,0.0617,0.886,119.964,176000
5JL5FbKStegRpZc7OCeRnc,January 9th,0.578,0.778,-5.672,0.158,0.147,0.0,0.135,0.318,94.079,222882
0vKCeI0yetwp5BfBNihg3o,Odo Bi Ye Bad,0.679,0.603,-5.663,0.0389,0.382,0.0,0.175,0.491,101.972,236000
5vqLQ8nrejrMf591htfM5u,Holy Ghost,0.823,0.414,-10.842,0.0625,0.469,0.0327,0.129,0.493,113.973,186154
3MZroQuOzlxZpVYWvWGHHz,Questions,0.55,0.53,-5.607,0.0658,0.564,0.000339,0.11,0.547,117.061,183298
1zpXHc5Re0JE3BEYnXeeXW,Why,0.684,0.636,-6.795,0.121,0.634,0.000188,0.122,0.526,118.827,137143
5P7d1cYRk786etl1Jbwpk5,LONELY ROAD,0.557,0.462,-7.041,0.162,0.912,0.0,0.102,0.477,168.563,180938
0x7K0Gxgm4rNPB5Kx12Bvn,Likor (feat. Stonebwoy),0.679,0.796,-2.739,0.124,0.501,4.85e-06,0.0965,0.742,203.984,164706
2khv04F26pnJr4989Maowi,Twe Twe,0.53,0.844,-8.214,0.211,0.462,0.0,0.123,0.834,134.977,143111
1rHPk2p3MQTh2wloo3P9zE,Perfect Combi,0.871,0.613,-8.114,0.0685,0.187,6.18e-05,0.0832,0.873,104.02,181063
5ZtK8XAVnoaGdBXZWCEVCY,Lonely At The Top,0.778,0.801,-7.326,0.106,0.692,0.000155,0.0912,0.914,104.986,157714
2iKAPCfb9kDYx82DA10D5z,Fly Girl,0.81,0.664,-5.089,0.0338,0.545,0.000892,0.183,0.626,140.047,194100
3r256b0OBDc0Shy4rhmbX5,Otan,0.623,0.662,-8.83,0.259,0.644,0.0,0.143,0.509,175.368,196951
1OX1aWd5WTavFuOXZ7k6Q5,City Boys,0.825,0.616,-7.585,0.138,0.0652,0.0,0.131,0.596,100.008,153347
2N9w3FacGQIN18o0DeFO1X,Kwaku Ananse,0.89,0.593,-6.168,0.118,0.268,0.000929,0.106,0.536,104.993,206051
4pPjtltszSbjBFzM0KCEqs,Ting Ting,0.553,0.479,-8.732,0.21,0.698,0.0259,0.146,0.589,74.39,182047
1xet6MZrk4Zr5ebis0EF1Q,Run Away (OMALICHA),0.653,0.717,-6.661,0.0651,0.0883,2.71e-06,0.109,0.432,99.754,176200
6cYUGGEDcAouyCx8LJk8SG,Only You,0.504,0.511,-9.472,0.101,0.438,0.00305,0.122,0.731,150.588,174717
6BWgLorAwF17ofyu8361HM,Cast,0.91,0.844,-4.224,0.0735,0.075,1.22e-05,0.0297,0.876,113.027,129123
6m71O5AaaMUJoqbIGfnILk,Sneaky,0.738,0.783,-6.879,0.0352,0.281,0.0144,0.372,0.846,114.026,166312
2Yi3XIg9MQAwAlTDCoSumI,Bad Boy,0.469,0.432,-8.116,0.168,0.787,3.51e-06,0.128,0.604,153.031,192000
2RlQiNWMoTNx7JLO9ltAhn,Abena,0.873,0.536,-5.056,0.0404,0.178,0.00582,0.0925,0.654,109.935,174545
1ZBoY6ta9ANMD19SGsp7JN,Zero,0.72,0.667,-7.753,0.232,0.0965,0.0,0.0678,0.477,81.506,176692
1mk8ZC9OeTZMr8Wy31LqRj,FEEL,0.837,0.831,-6.21,0.08,0.0923,0.176,0.0819,0.529,111.978,154513
4o6TEYwkjtApnTjui3qiIK,Nobody Knows Tomorrow,0.534,0.773,-6.656,0.368,0.437,4.02e-06,0.328,0.546,117.184,213909
3Kc2ZkX5CjmoaOSIi1kyh2,Danger,0.787,0.764,-7.606,0.128,0.747,0.000133,0.254,0.614,111.941,148651
320cXn7htYGuAzNyxLDs3M,Rent Free,0.726,0.837,-6.823,0.0894,0.0761,0.0661,0.222,0.414,113.992,136842
31xrHbZvVdb7AusTjQ4aYn,Case - Remix,0.842,0.666,-7.03,0.0806,0.279,0.0,0.125,0.77,113.006,191143
1UcrPc3sarXiVaoYelfLbU,Hosanna,0.786,0.657,-7.124,0.0465,0.354,2.51e-05,0.0806,0.85,135.036,174486
54seQV7MCcppBrznALCdlT,"Tshwala Bam (feat. S.N.E, EeQue)",0.857,0.564,-11.427,0.0566,0.0103,0.178,0.0187,0.505,112.014,390000
12jJRu9yInIX7oTxoXtM0S,Lomo Lomo,0.819,0.588,-7.52,0.0455,0.558,8.47e-05,0.113,0.705,111.006,175131
5O4erNlJ74PIF6kGol1ZrC,Could You Be Loved,0.916,0.72,-8.548,0.1,0.36,0.00016,0.0958,0.761,103.314,237000
1L11wTHNYH8obN9U7fCwuy,Best of Me,0.667,0.624,-6.607,0.0304,0.228,0.0,0.0994,0.695,138.035,226187
5uPYEStMW3KsXnnLV7iCTw,Johnny B. Goode - 2002 Remaster,0.749,0.849,-5.761,0.0544,0.0299,0.000168,0.115,0.959,145.169,244253
2Ia1yLjMXjNoGGqXb9rDHj,Reggae en el Universo,0.728,0.752,-5.412,0.104,0.178,0.0,0.152,0.603,91.939,236898
7vp89zcbYncoBCbX5HA3tZ,Dream Land,0.782,0.43,-14.285,0.363,0.175,0.000294,0.0603,0.89,72.339,166773
0Nb25RVViGcI4n0LBNrK4W,Second Chance,0.634,0.702,-3.557,0.0898,0.424,0.0,0.339,0.716,127.899,247035
2RcbRwAFUxaiO3rszuEqsz,I Can See Clearly Now,0.81,0.618,-10.581,0.0382,0.0139,0.000254,0.0296,0.804,120.063,194723
2Wwu9dUOFgh6n8RZbicU3f,Ahora Lo Sé,0.857,0.655,-4.06,0.0412,0.031,0.000528,0.115,0.786,122.062,256373
25ugoarRZ6IaZegrjNxGOx,"Get Up, Stand Up",0.765,0.555,-7.579,0.374,0.409,2.04e-06,0.073,0.828,77.834,197667
3G2JE7DiHUhEizVPLiU0vw,Red Gold and Green,0.817,0.598,-6.588,0.161,0.016,0.0,0.0836,0.844,81.002,229057
1xulzoD8FGNwfqe4ot9fDT,Love And Mercy,0.775,0.551,-6.588,0.281,0.152,0.0,0.145,0.529,153.957,207273
4VK6BFsd38Gl9jDuLdPMZw,Your House,0.707,0.716,-8.962,0.0879,0.057,4.25e-06,0.36,0.966,154.118,222600
0dO79bdqpF4yl3Hpms8Eu7,Cool and Calm,0.795,0.415,-10.466,0.153,0.127,8.76e-06,0.0669,0.821,76.28,265880
1ReBkgmpiYC1HnQMH1f1BW,Rasta Nuh Gangsta - Short Mix,0.704,0.515,-6.053,0.112,0.0391,3.37e-06,0.0606,0.517,135.374,304261
75FYqcxt1YEAtqDLrOeIJn,Three Little Birds,0.826,0.49,-10.477,0.0676,0.00916,4.41e-06,0.0415,0.627,74.128,180267
34nNIDXjXDkaSghgY8XJTF,Better Must Come,0.715,0.578,-7.54,0.102,0.00354,9.59e-05,0.301,0.918,74.349,163920
4MbHdE6u1WVqqzwbHLkKUL,That's Not True,0.71,0.728,-4.736,0.0873,0.153,0.0,0.145,0.859,133.999,208893
23sdZgBlHvaHJcfOLu2PgZ,Lowe Mi,0.575,0.687,-5.465,0.0751,0.614,6.09e-06,0.137,0.519,127.043,234331
5N0lcnJTtKj4wNDvurHige,True To Myself,0.88,0.564,-6.431,0.0498,0.0786,0.0,0.0565,0.83,99.019,225600
70A4fwnfHIok2WsdKY7X0P,Cool Runnings,0.852,0.564,-6.409,0.181,0.0337,0.0,0.0546,0.766,73.241,234800
